Mentone,4 Chicquita Cct,3,t,800000,S,hockingstuart,01-09-2018,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,7B Clyve Av,3,t,1160000,S,Ray,01-09-2018,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,12 Southern Rd,3,h,890000,PI,Buxton,01-09-2018,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mernda,1 Dante Wk,3,h,507500,S,RW,01-09-2018,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Mernda,12 Emilia Ch,4,h,853000,S,RW,01-09-2018,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Mernda,27 Erskine Rd,3,h,533000,SP,Love,01-09-2018,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Mernda,16 Friesian St,4,h,520000,S,Stockdale,01-09-2018,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Mernda,18 Friesian St,3,h,546000,S,Stockdale,01-09-2018,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Mernda,2 Levens La,4,h,535000,SP,Morrison,01-09-2018,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Mernda,20 Licodia Pde,3,h,522000,S,Jellis,01-09-2018,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Middle Park,23 Wright St,3,h,,PI,Home,01-09-2018,3206,Southern Metropolitan,2019,3,Port Phillip City Council
Mill Park,23 Coventry Cr,3,h,670500,S,Barry,01-09-2018,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mill Park,17 Hope Ct,4,h,710000,S,Barry,01-09-2018,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mill Park,12 Mayfield Dr,3,h,707000,S,HAR,01-09-2018,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mill Park,7 Olsen Wk,2,t,450000,SP,Ray,01-09-2018,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mill Park,5 Turtur Cl,3,h,632000,SP,The,01-09-2018,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mill Park,10 Warren Cl,3,h,690000,S,HAR,01-09-2018,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mitcham,3 Kauri Ct,4,h,932000,S,Fletchers,01-09-2018,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council
Montmorency,2/425 Main Rd,3,t,,PI,Barry,01-09-2018,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Montmorency,3/8 Station Rd,3,u,900000,S,Jellis,01-09-2018,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Montmorency,19 Wooded Wy,3,h,,PI,Buckingham,01-09-2018,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Moonee Ponds,51 Bent St,4,h,,S,Jellis,01-09-2018,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,16 Dean St,2,h,830000,VB,Nelson,01-09-2018,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,118 Eglinton St,3,h,1475000,VB,Barry,01-09-2018,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,16 Milverton St,4,h,2000000,SP,Frank,01-09-2018,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,10 Tennyson St,4,h,1300000,VB,Brad,01-09-2018,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moorabbin,103A Bulli St,3,t,1200000,S,Buxton,01-09-2018,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Moorabbin,25 Hillston Rd,3,h,1100000,PI,Buxton,01-09-2018,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Moorabbin,1040A Nepean Hwy,3,t,,PN,Woodards,01-09-2018,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Mount Waverley,22 Bruce St,5,h,,PN,Jellis,01-09-2018,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,6 Castlereagh Ct,5,h,1270000,S,Ray,01-09-2018,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,6 Donald St,3,h,1210500,S,Fletchers,01-09-2018,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,4 Lynn St,4,t,1200000,VB,Barry,01-09-2018,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,12 Sunhill Rd,5,h,1420000,S,Harcourts,01-09-2018,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,1 Toombah St,4,h,1235000,S,Jellis,01-09-2018,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mulgrave,1 Jayco Ct,4,h,898000,S,Ray,01-09-2018,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,19 Stradbroke Cr,3,h,857000,S,Harcourts,01-09-2018,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Murrumbeena,1/8 Dunoon St,3,u,570000,S,Ray,01-09-2018,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Murrumbeena,7/121 Murrumbeena Rd,2,u,620000,S,Gary,01-09-2018,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Newport,279 Douglas Pde,3,h,915000,S,Williams,01-09-2018,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Niddrie,58 Coghlan St,3,h,1185000,SA,Barry,01-09-2018,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Niddrie,14 Haldane Rd,3,h,,PI,Barry,01-09-2018,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Niddrie,3/8 Hutchison St,3,u,,VB,Harcourts,01-09-2018,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Noble Park,1/5 Athol Rd,3,t,,PI,Barry,01-09-2018,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
North Melbourne,26 Melrose St,3,h,1050000,VB,Nelson,01-09-2018,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
Northcote,25 Albert St,1,h,,PI,Jellis,01-09-2018,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,4/442 High St,2,u,540000,VB,Jellis,01-09-2018,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,35 Salisbury Gr,3,h,1500000,PI,McGrath,01-09-2018,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,67 Victoria Rd,4,h,2405500,S,Nelson,01-09-2018,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Nunawading,30 Candlebark La,4,h,,S,Fletchers,01-09-2018,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Nunawading,227 Springvale Rd,3,h,750000,PI,Woodards,01-09-2018,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Oak Park,4 Draska Ct,3,h,,PN,Eview,01-09-2018,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oakleigh East,1669 Dandenong Rd,3,h,950000,PI,RT,01-09-2018,3166,Southern Metropolitan,2547,12.3,Monash City Council
Oakleigh East,1/10 Franklyn St,4,t,990000,SP,Jellis,01-09-2018,3166,Southern Metropolitan,2547,12.3,Monash City Council
Oakleigh East,9 Mercer St,4,h,1180000,PI,Woodards,01-09-2018,3166,Southern Metropolitan,2547,12.3,Monash City Council
Oakleigh South,1/6 Guest Rd,2,u,670000,PI,Woodards,01-09-2018,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Ormond,9 Malua St,4,h,2475000,PI,Jellis,01-09-2018,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Ormond,280A Tucker Rd,4,t,1366000,S,Jellis,01-09-2018,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Ormond,4/47 Wheeler St,2,t,790000,SP,Woodards,01-09-2018,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Parkdale,13 Laburnum St,3,h,,S,hockingstuart,01-09-2018,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,18 Meribah Ct,4,h,1170000,VB,Barry,01-09-2018,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,3/92 Warrigal Rd,2,u,487000,S,Ray,01-09-2018,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Pascoe Vale,25 Bolingbroke St,3,t,860000,PI,Jellis,01-09-2018,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,5/11 Callander Rd,2,u,558000,S,McDonald,01-09-2018,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,327 Gaffney St,3,h,770000,VB,Nelson,01-09-2018,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Point Cook,8 Atlas Wk,3,h,,SN,Ray,01-09-2018,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,12 Grassmere Rd,3,h,640000,VB,Point,01-09-2018,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,11 Hemsley Prm,3,h,715000,SP,hockingstuart,01-09-2018,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,21 Jansar St,3,h,,W,LJ,01-09-2018,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,22 Spinifex St,4,h,,SN,Ray,01-09-2018,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Port Melbourne,103/38 Nott St,1,u,,PI,Buxton,01-09-2018,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,402 Williamstown Rd,3,h,1660000,S,Buxton,01-09-2018,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Prahran,11/297 Dandenong Rd,2,u,512500,S,Marshall,01-09-2018,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
