Suburb,Address,Rooms,Type,Price,SellerG,Date,Region name ,Distance,CouncilArea,Bedrooms,Bathroom,Car,Property Count
Thornbury,76 Woolton Av,4,h,1651118.0,Love,01-04-2017,Northern Metropolitan,7.0,Darebin City Council,3.0,1.0,2.0,8870
Toorak,12/49 Grange Rd,2,u,580000.0,Jellis,01-04-2017,Southern Metropolitan,4.1,Stonnington City Council,3.0,1.0,2.0,7217
Toorak,1/62 Mathoura Rd,2,u,1850000.0,Marshall,01-04-2017,Southern Metropolitan,4.1,Stonnington City Council,3.0,1.0,3.0,7217
Tullamarine,12 Brunton Cr,4,h,695000.0,YPA,01-04-2017,Western Metropolitan,12.9,Brimbank City Council,4.0,2.0,2.0,3296
Vermont South,1 Citron Ct,4,h,1120000.0,Fletchers,01-04-2017,Eastern Metropolitan,17.2,Whitehorse City Council,3.0,1.0,2.0,4280
Wantirna South,44 Arbroath Rd,4,h,921000.0,Ray,01-04-2017,Eastern Metropolitan,14.7,Knox City Council,3.0,2.0,2.0,7082
Werribee,65 Market Rd,2,h,700000.0,Triwest,01-04-2017,Western Metropolitan,14.7,Wyndham City Council,3.0,2.0,2.0,16166
Werribee,15 Raleigh Ct,3,h,430000.0,YPA,01-04-2017,Western Metropolitan,14.7,Wyndham City Council,5.0,5.0,2.0,16166
West Footscray,35 Pitt St,3,h,975000.0,Purplebricks,01-04-2017,Western Metropolitan,6.4,Maribyrnong City Council,3.0,2.0,2.0,5058
West Footscray,13 Tucker St,2,h,930000.0,hockingstuart,01-04-2017,Western Metropolitan,6.4,Maribyrnong City Council,3.0,1.0,1.0,5058
West Melbourne,609/118 Dudley St,1,u,315000.0,MICM,01-04-2017,Northern Metropolitan,3.1,Melbourne City Council,3.0,2.0,2.0,2230
Wheelers Hill,24 Blackwood Dr,4,h,1185000.0,Buxton,01-04-2017,South-Eastern Metropolitan,16.7,Monash City Council,6.0,4.0,2.0,7392
Williamstown,156 Melbourne Rd,5,h,1700000.0,RT,01-04-2017,Western Metropolitan,6.8,Hobsons Bay City Council,3.0,2.0,2.0,6380
Williamstown,8 Pasco St,3,h,1520000.0,Williams,01-04-2017,Western Metropolitan,6.8,Hobsons Bay City Council,2.0,1.0,2.0,6380
Wollert,4 Bellavista Dr,4,h,660000.0,hockingstuart,01-04-2017,Northern Metropolitan,25.5,Whittlesea City Council,4.0,2.0,4.0,2940
Wyndham Vale,7 Provan Dr,3,h,380000.0,Ray,01-04-2017,Western Metropolitan,27.2,Wyndham City Council,3.0,2.0,3.0,5262
Yarraville,1 Fielding St,3,h,1381000.0,Jas,01-04-2017,Western Metropolitan,6.3,Maribyrnong City Council,3.0,1.0,1.0,6543
Yarraville,5/150 Hyde St,2,u,607500.0,Jas,01-04-2017,Western Metropolitan,6.3,Maribyrnong City Council,4.0,2.0,2.0,6543
Yarraville,6a Morven St,3,h,1120000.0,Jas,01-04-2017,Western Metropolitan,6.3,Maribyrnong City Council,3.0,1.0,2.0,6543
Yarraville,58 Murray St,2,h,802000.0,Hunter,01-04-2017,Western Metropolitan,6.3,Maribyrnong City Council,5.0,3.0,4.0,6543
Yarraville,20 Pearce St,6,h,1550000.0,hockingstuart,01-04-2017,Western Metropolitan,6.3,Maribyrnong City Council,4.0,2.0,3.0,6543
Abbotsford,256 Langridge St,3,h,1350000.0,Biggin,01-07-2017,Northern Metropolitan,3.0,Yarra City Council,3.0,2.0,2.0,4019
Airport West,16 Glenys Av,3,h,858000.0,Raine,01-07-2017,Western Metropolitan,10.4,Moonee Valley City Council,3.0,1.0,2.0,3464
Airport West,1/9 Kitson Cr,2,u,593000.0,Nelson,01-07-2017,Western Metropolitan,10.4,Moonee Valley City Council,4.0,2.0,2.0,3464
Airport West,118 Marshall Rd,3,h,640000.0,Nelson,01-07-2017,Western Metropolitan,10.4,Moonee Valley City Council,4.0,2.0,2.0,3464
Airport West,9 South Rd,3,h,961000.0,Nelson,01-07-2017,Western Metropolitan,10.4,Moonee Valley City Council,3.0,1.0,2.0,3464
Albert Park,126 Mills St,2,h,1535000.0,Greg,01-07-2017,Southern Metropolitan,3.0,Port Phillip City Council,3.0,1.0,2.0,3280
Albion,2 Bazentin St,3,h,570000.0,Barry,01-07-2017,Western Metropolitan,10.5,Brimbank City Council,3.0,1.0,1.0,2185
Altona North,151 Chambers Rd,3,h,900000.0,Greg,01-07-2017,Western Metropolitan,9.4,Hobsons Bay City Council,3.0,2.0,2.0,5132
Ardeer,22 Lawrence St,2,h,480000.0,Sweeney,01-07-2017,Western Metropolitan,12.8,Brimbank City Council,3.0,2.0,2.0,1281
Armadale,52 Adelaide St,5,h,5200000.0,Marshall,01-07-2017,Southern Metropolitan,6.3,Stonnington City Council,4.0,3.0,2.0,4836
Ascot Vale,92 Langs Rd,3,h,950000.0,Rendina,01-07-2017,Western Metropolitan,4.3,Moonee Valley City Council,2.0,1.0,2.0,6567
Ashwood,4 Wippa Ct,3,h,1225000.0,hockingstuart,01-07-2017,Southern Metropolitan,10.2,Monash City Council,2.0,2.0,2.0,2894
Attwood,91 Stonebridge Wy,5,h,1025000.0,Stockdale,01-07-2017,Northern Metropolitan,16.5,Hume City Council,3.0,1.0,2.0,1130
Avondale Heights,12a Doyle St,3,u,622000.0,Moonee,01-07-2017,Western Metropolitan,9.5,Moonee Valley City Council,2.0,1.0,2.0,4502
Avondale Heights,41 Herbert St,3,h,825000.0,McDonald,01-07-2017,Western Metropolitan,9.5,Moonee Valley City Council,3.0,2.0,4.0,4502
Balwyn,38 Belmore Rd,4,h,1475000.0,Jellis,01-07-2017,Southern Metropolitan,7.9,Boroondara City Council,4.0,2.0,1.0,5682
Balwyn,8 Madang Av,5,h,3050000.0,Jellis,01-07-2017,Southern Metropolitan,7.9,Boroondara City Council,4.0,2.0,2.0,5682
Balwyn North,50 Corhampton Rd,5,h,2160000.0,Noel,01-07-2017,Southern Metropolitan,9.7,Boroondara City Council,3.0,2.0,2.0,7809
Bayswater North,1/19 Glen Park Rd,3,u,500000.0,Stockdale,01-07-2017,Eastern Metropolitan,23.2,Maroondah City Council,3.0,1.0,1.0,3598
Bayswater North,8 Toolimerin Av,4,h,825000.0,Appleby,01-07-2017,Eastern Metropolitan,23.2,Maroondah City Council,4.0,3.0,2.0,3598
Beaumaris,50/34 Bodley St,2,u,800000.0,Hodges,01-07-2017,Southern Metropolitan,17.3,Bayside City Council,3.0,2.0,3.0,5366
Beaumaris,73 Charman Rd,4,h,1221000.0,Ray,01-07-2017,Southern Metropolitan,17.3,Bayside City Council,3.0,1.0,2.0,5366
Beaumaris,23 Hepburn Av,4,h,1800000.0,Buxton,01-07-2017,Southern Metropolitan,17.3,Bayside City Council,4.0,2.0,1.0,5366
Beaumaris,11 White St,6,h,2000000.0,Ray,01-07-2017,Southern Metropolitan,17.3,Bayside City Council,2.0,1.0,2.0,5366
Bentleigh,48 Tucker Rd,3,h,1045000.0,hockingstuart,01-07-2017,Southern Metropolitan,11.4,Glen Eira City Council,5.0,3.0,2.0,6795
Blackburn,4/5 Dewrang Cr,3,u,1095000.0,Fletchers,01-07-2017,Eastern Metropolitan,13.4,Whitehorse City Council,4.0,2.0,2.0,5713
Boronia,39 Lockwoods Rd,3,h,642000.0,Stockdale,01-07-2017,Eastern Metropolitan,25.0,Knox City Council,2.0,1.0,1.0,9704
Brighton,20 Byron St,3,h,2650000.0,RT,01-07-2017,Southern Metropolitan,10.5,Bayside City Council,4.0,2.0,2.0,10579
Brighton,36/568 New St,1,u,380000.0,Chisholm,01-07-2017,Southern Metropolitan,10.5,Bayside City Council,3.0,1.0,1.0,10579
Brighton,160 Were St,5,h,3250000.0,Hodges,01-07-2017,Southern Metropolitan,10.5,Bayside City Council,3.0,1.0,1.0,10579
Brighton East,18 Centre Rd,4,t,1731000.0,Buxton,01-07-2017,Southern Metropolitan,10.3,Bayside City Council,4.0,2.0,2.0,6938
Broadmeadows,1/124 Cuthbert St,3,t,465000.0,Barry,01-07-2017,Northern Metropolitan,14.0,Hume City Council,3.0,2.0,2.0,4294
Broadmeadows,21 Graham St,3,h,518500.0,YPA,01-07-2017,Northern Metropolitan,14.0,Hume City Council,2.0,1.0,2.0,4294
Brunswick West,36 Newman St,3,h,1100000.0,Brad,01-07-2017,Northern Metropolitan,5.2,Moreland City Council,4.0,2.0,1.0,7082
Brunswick West,2/59 Smith St,2,h,573000.0,Jellis,01-07-2017,Northern Metropolitan,5.2,Moreland City Council,2.0,1.0,1.0,7082
Bulleen,80 Thompsons Rd,3,h,1060000.0,Fletchers,01-07-2017,Eastern Metropolitan,10.8,Manningham City Council,3.0,1.0,1.0,4480
Bundoora,28 Greenwood Dr,3,h,805000.0,Barry,01-07-2017,Northern Metropolitan,12.1,Banyule City Council,3.0,2.0,1.0,10175
Cairnlea,16 Homebush Rd,3,h,630000.0,YPA,01-07-2017,Western Metropolitan,14.8,Brimbank City Council,3.0,2.0,2.0,2674
Camberwell,6/9 Eddy St,2,u,677000.0,Noel,01-07-2017,Southern Metropolitan,7.7,Boroondara City Council,4.0,2.0,2.0,8920
Camberwell,2/576 Riversdale Rd,2,u,670000.0,Jellis,01-07-2017,Southern Metropolitan,7.7,Boroondara City Council,4.0,3.0,2.0,8920
Camberwell,4/924 Toorak Rd,3,t,1320000.0,Bekdon,01-07-2017,Southern Metropolitan,7.7,Boroondara City Council,3.0,2.0,2.0,8920
Canterbury,108/2 Gascoyne St,2,u,816000.0,Nelson,01-07-2017,Southern Metropolitan,8.4,Boroondara City Council,3.0,1.0,1.0,3265
Carlton,5/50 Barkly St,1,u,350000.0,Woodards,01-07-2017,Northern Metropolitan,1.6,Melbourne City Council,2.0,1.0,2.0,6786
Carlton,106/37 Palmerston St,2,u,620000.0,Woodards,01-07-2017,Northern Metropolitan,1.6,Melbourne City Council,3.0,1.0,4.0,6786
Carnegie,301/9 Morton Av,1,u,300000.0,Ray,01-07-2017,Southern Metropolitan,10.1,Glen Eira City Council,3.0,1.0,1.0,7822
Caroline Springs,16/7 Toolondo Cl,3,h,545000.0,Metro,01-07-2017,Western Metropolitan,14.8,Melton City Council,3.0,1.0,1.0,7719
Caulfield South,30a Narrawong Rd,4,h,1800000.0,Gary,01-07-2017,Southern Metropolitan,8.7,Glen Eira City Council,3.0,3.0,1.0,5051
Caulfield South,3/29 Sussex Rd,2,u,1091500.0,hockingstuart,01-07-2017,Southern Metropolitan,8.7,Glen Eira City Council,4.0,2.0,2.0,5051
Cheltenham,4 Cronin Ct,5,h,1140000.0,O'Brien,01-07-2017,Southern Metropolitan,17.9,Bayside City Council,4.0,2.0,1.0,9758
Cheltenham,2/14 Jack Rd,3,t,950000.0,Chisholm,01-07-2017,Southern Metropolitan,17.9,Bayside City Council,3.0,2.0,2.0,9758
Cheltenham,15 Latrobe St,2,h,1171000.0,Ray,01-07-2017,Southern Metropolitan,17.9,Bayside City Council,3.0,2.0,2.0,9758
Cheltenham,4/3 MacKenzie St,2,u,425000.0,Purplebricks,01-07-2017,Southern Metropolitan,17.9,Bayside City Council,4.0,5.0,4.0,9758
Cheltenham,105 Wilson St,3,h,1116000.0,Ray,01-07-2017,Southern Metropolitan,17.9,Bayside City Council,2.0,1.0,2.0,9758
Clifton Hill,5/94 Roseneath St,3,u,1030000.0,Nelson,01-07-2017,Northern Metropolitan,3.6,Yarra City Council,3.0,1.0,2.0,2954
Clyde North,11 Riverbank Cl,4,h,689000.0,Harcourts,01-07-2017,Eastern Victoria,43.4,Casey City Council,4.0,3.0,2.0,2987
Coburg,5/27 Cope St,2,u,620000.0,Raine,01-07-2017,Northern Metropolitan,6.7,Darebin City Council,3.0,1.0,1.0,11204
Coburg,12 Rasmussen Ct,4,h,922000.0,Melbourne,01-07-2017,Northern Metropolitan,6.7,Darebin City Council,3.0,1.0,1.0,11204
Coburg North,29 Livingstone St,3,h,805000.0,Jellis,01-07-2017,Northern Metropolitan,6.7,Darebin City Council,4.0,3.0,3.0,3445
Craigieburn,13 Aston St,4,h,665000.0,RE,01-07-2017,Northern Metropolitan,20.6,Hume City Council,3.0,1.0,3.0,15510
Craigieburn,13 Brampton Cl,3,h,515500.0,RE,01-07-2017,Northern Metropolitan,20.6,Hume City Council,4.0,3.0,3.0,15510
Craigieburn,6 Vision Rd,3,h,660000.0,LJ,01-07-2017,Northern Metropolitan,20.6,Hume City Council,2.0,1.0,1.0,15510
Cranbourne,26 Mundaring Dr,5,h,572000.0,O'Brien,01-07-2017,South-Eastern Metropolitan,34.7,Casey City Council,3.0,2.0,1.0,7680
Croydon,1/27 Leigh Rd,2,u,566100.0,RW,01-07-2017,Eastern Metropolitan,23.0,Maroondah City Council,3.0,1.0,1.0,11925
Croydon,15 Ronald Rd,2,h,570000.0,McGrath,01-07-2017,Eastern Metropolitan,23.0,Maroondah City Council,3.0,1.0,3.0,11925
Croydon,2/26 Vernon St,4,h,875000.0,Barry,01-07-2017,Eastern Metropolitan,23.0,Maroondah City Council,3.0,1.0,4.0,11925
Croydon North,22 Knee La,4,h,810000.0,Gardiner,01-07-2017,Eastern Metropolitan,23.0,Maroondah City Council,3.0,1.0,1.0,2985
Dandenong,40 Grandview Av,3,h,585000.0,McLennan,01-07-2017,South-Eastern Metropolitan,24.7,Greater Dandenong City Council,3.0,1.0,2.0,10894
Dandenong,5/6 MacPherson St,2,u,348000.0,McLennan,01-07-2017,South-Eastern Metropolitan,24.7,Greater Dandenong City Council,3.0,1.0,3.0,10894
Dandenong North,110 Gladstone Rd,3,h,627000.0,Barry,01-07-2017,South-Eastern Metropolitan,24.7,Greater Dandenong City Council,3.0,1.0,2.0,8322
Dandenong North,52 Simpson Dr,3,h,760000.0,O'Brien,01-07-2017,South-Eastern Metropolitan,24.7,Greater Dandenong City Council,2.0,1.0,1.0,8322
Diamond Creek,17 Norma St,2,h,621000.0,Mason,01-07-2017,Northern Victoria,21.8,Nillumbik Shire Council,3.0,1.0,2.0,4258
Doncaster,13 Carnarvon St,3,t,840000.0,Philip,01-07-2017,Eastern Metropolitan,12.4,Manningham City Council,5.0,2.0,4.0,9028
Doncaster,2/4 Frank St,3,t,945000.0,Ham,01-07-2017,Eastern Metropolitan,12.4,Manningham City Council,3.0,1.0,1.0,9028
Doncaster East,66 Saxonwood Dr,6,h,1856000.0,Barry,01-07-2017,Eastern Metropolitan,14.3,Manningham City Council,4.0,3.0,2.0,10999
Donvale,2/11 Chippewa Av,3,t,818000.0,Ray,01-07-2017,Eastern Metropolitan,16.1,Manningham City Council,3.0,1.0,1.0,4790
Edithvale,43 Langrigg Av,3,h,1092000.0,Hodges,01-07-2017,South-Eastern Metropolitan,27.0,Kingston City Council,2.0,1.0,1.0,2546
Eltham,6 Orbel Ct,3,h,805000.0,Barry,01-07-2017,Eastern Metropolitan,18.0,Banyule City Council,4.0,2.0,2.0,6990
Eltham North,36 Arcadia Wy,4,h,770000.0,Barry,01-07-2017,Eastern Metropolitan,18.0,Banyule City Council,3.0,1.0,1.0,2346
Essendon,9/44 Fletcher St,1,u,310000.0,Considine,01-07-2017,Western Metropolitan,7.5,Moonee Valley City Council,2.0,1.0,1.0,9264
Essendon,1/8 Graves St,3,t,864000.0,Brad,01-07-2017,Western Metropolitan,7.5,Moonee Valley City Council,4.0,2.0,2.0,9264
Essendon,10/30 Richardson St,1,u,291000.0,Nelson,01-07-2017,Western Metropolitan,7.5,Moonee Valley City Council,4.0,1.0,0.0,9264
Essendon West,6 Bourke St,3,h,750000.0,Brad,01-07-2017,Western Metropolitan,7.5,Moonee Valley City Council,3.0,2.0,2.0,588
Essendon West,36 Emerald St,5,h,2200000.0,Nelson,01-07-2017,Western Metropolitan,7.5,Moonee Valley City Council,3.0,1.0,1.0,588
Eumemmerring,51 Doveton Av,3,h,515000.0,Purplebricks,01-07-2017,South-Eastern Metropolitan,28.8,Casey City Council,4.0,2.0,1.0,845
Eumemmerring,62 Doveton Av,3,h,580000.0,Barry,01-07-2017,South-Eastern Metropolitan,28.8,Casey City Council,3.0,1.0,1.0,845
Fawkner,61 Alec Cr,2,h,672000.0,Barry,01-07-2017,Northern Metropolitan,13.1,Hume City Council,3.0,2.0,3.0,5070
Fawkner,75 Lowson St,3,h,720000.0,Barry,01-07-2017,Northern Metropolitan,13.1,Hume City Council,3.0,1.0,2.0,5070
Ferntree Gully,1/18 Doysal Av,2,u,414000.0,Ray,01-07-2017,Eastern Metropolitan,24.8,Knox City Council,3.0,2.0,1.0,10788
Fitzroy North,108 Michael St,2,h,1350000.0,Nelson,01-07-2017,Northern Metropolitan,3.6,Moreland City Council,2.0,1.0,2.0,6244
Fitzroy North,222 Rae St,3,h,1852000.0,Jellis,01-07-2017,Northern Metropolitan,3.6,Moreland City Council,3.0,1.0,1.0,6244
Fitzroy North,372 Rae St,2,h,1100000.0,Woodards,01-07-2017,Northern Metropolitan,3.6,Moreland City Council,1.0,1.0,1.0,6244
Footscray,12 Jamieson Av,3,t,815000.0,Nelson,01-07-2017,Western Metropolitan,5.1,Maribyrnong City Council,3.0,2.0,1.0,7570
Forest Hill,4 Sapphire St,4,h,1372000.0,Ray,01-07-2017,Eastern Metropolitan,15.4,Whitehorse City Council,2.0,1.0,1.0,4385
Forest Hill,13 Will St,3,t,850500.0,Noel,01-07-2017,Eastern Metropolitan,15.4,Whitehorse City Council,2.0,1.0,1.0,4385
Frankston,2/195 Beach St,2,u,400000.0,O'Brien,01-07-2017,South-Eastern Metropolitan,38.0,Frankston City Council,2.0,1.0,0.0,17055
Frankston,42 Kars St,3,h,640000.0,hockingstuart,01-07-2017,South-Eastern Metropolitan,38.0,Frankston City Council,2.0,1.0,1.0,17055
Frankston North,17 Windoo St,3,h,611000.0,Ray,01-07-2017,Eastern Victoria,36.9,Frankston City Council,3.0,1.0,1.0,2500
Frankston South,14 Poinciana St,3,h,755000.0,hockingstuart,01-07-2017,South-Eastern Metropolitan,38.0,Frankston City Council,2.0,1.0,1.0,7566
Gisborne,3 Sansom St,4,h,521000.0,Raine,01-07-2017,Northern Victoria,45.9,Macedon Ranges Shire Council,2.0,1.0,1.0,3376
Gladstone Park,9 Dolphin Ct,3,h,625000.0,YPA,01-07-2017,Western Metropolitan,12.9,Hume City Council,2.0,1.0,0.0,3285
Gladstone Park,4 Ellesmere Cr,3,h,650000.0,YPA,01-07-2017,Western Metropolitan,12.9,Hume City Council,3.0,2.0,2.0,3285
Glen Iris,121 High St,4,h,1910000.0,hockingstuart,01-07-2017,Southern Metropolitan,7.3,Boroondara City Council,3.0,1.0,2.0,10412
Glen Iris,1/6 Hope St,3,t,1900000.0,Jellis,01-07-2017,Southern Metropolitan,7.3,Boroondara City Council,2.0,1.0,1.0,10412
Glen Iris,1/1484 Malvern Rd,2,u,500000.0,Thomson,01-07-2017,Southern Metropolitan,7.3,Boroondara City Council,3.0,1.0,1.0,10412
Glen Iris,6/35 Scott Gr,2,u,523000.0,Thomson,01-07-2017,Southern Metropolitan,7.3,Boroondara City Council,1.0,1.0,0.0,10412
Glen Waverley,24 Owens Av,4,h,1250000.0,Ray,01-07-2017,Eastern Metropolitan,16.7,Monash City Council,3.0,2.0,2.0,15321
Glenroy,2/34 Belair Av,2,t,460000.0,Barry,01-07-2017,Northern Metropolitan,11.2,Moreland City Council,2.0,1.0,1.0,8870
Glenroy,1/74 Melbourne Av,3,t,600000.0,Barry,01-07-2017,Northern Metropolitan,11.2,Moreland City Council,3.0,2.0,2.0,8870
Glenroy,2/15 Ogden St,3,t,525000.0,Jellis,01-07-2017,Northern Metropolitan,11.2,Moreland City Council,5.0,3.0,2.0,8870
Glenroy,5 Patrick St,3,h,847000.0,Barry,01-07-2017,Northern Metropolitan,11.2,Moreland City Council,4.0,2.0,2.0,8870
Greensborough,44 Manatunga Cct,6,h,990000.0,Darren,01-07-2017,Northern Metropolitan,16.1,Banyule City Council,3.0,3.0,2.0,8524
Greensborough,6 Paterson Cr,3,h,645000.0,hockingstuart,01-07-2017,Northern Metropolitan,16.1,Banyule City Council,5.0,5.0,2.0,8524
Greensborough,3/27 River St,3,t,880000.0,Buckingham,01-07-2017,Northern Metropolitan,16.1,Banyule City Council,2.0,1.0,1.0,8524
Greensborough,2/12 William St,2,u,695000.0,Darren,01-07-2017,Northern Metropolitan,16.1,Banyule City Council,6.0,4.0,7.0,8524
Greenvale,67 Dunfermline Av,3,h,630000.0,YPA,01-07-2017,Northern Metropolitan,20.4,Hume City Council,2.0,2.0,2.0,4864
Hampton,46/15 Beach Rd,3,u,1210000.0,Chisholm,01-07-2017,Southern Metropolitan,13.8,Bayside City Council,4.0,3.0,4.0,5454
Hampton,50a David St,3,t,1910000.0,Buxton,01-07-2017,Southern Metropolitan,13.8,Bayside City Council,2.0,1.0,1.0,5454
Hawthorn,7/28 Elm St,1,u,395000.0,Peter,01-07-2017,Southern Metropolitan,5.3,Boroondara City Council,5.0,3.0,2.0,11308
Hawthorn,1/514 Glenferrie Rd,3,u,1000000.0,Jellis,01-07-2017,Southern Metropolitan,5.3,Boroondara City Council,4.0,2.0,2.0,11308
Hawthorn,63 Liddiard St,4,h,2900000.0,Jellis,01-07-2017,Southern Metropolitan,5.3,Boroondara City Council,2.0,1.0,1.0,11308
Hawthorn,4/22 Muir St,2,u,820000.0,Jellis,01-07-2017,Southern Metropolitan,5.3,Boroondara City Council,3.0,2.0,2.0,11308
Hawthorn,14/59 Riversdale Rd,2,u,450000.0,Jellis,01-07-2017,Southern Metropolitan,5.3,Boroondara City Council,3.0,1.0,1.0,11308
Healesville,15A Westmount Rd,3,h,650000.0,McGrath,01-07-2017,Northern Victoria,45.2,Yarra Ranges Shire Council,2.0,1.0,1.0,3307
Heidelberg Heights,3 Dougharty Rd,3,h,790000.0,Miles,01-07-2017,Eastern Metropolitan,8.8,Banyule City Council,3.0,1.0,1.0,2947
Heidelberg Heights,55 McEwan Rd,2,h,780000.0,Barry,01-07-2017,Eastern Metropolitan,8.8,Banyule City Council,4.0,2.0,2.0,2947
Heidelberg West,1 Bardia St,3,h,726500.0,William,01-07-2017,Eastern Metropolitan,8.8,Banyule City Council,2.0,1.0,1.0,2674
Heidelberg West,1 Ebony Pde,3,h,710000.0,William,01-07-2017,Eastern Metropolitan,8.8,Banyule City Council,3.0,2.0,2.0,2674
Hillside,3 Sage Cl,5,h,650500.0,YPA,01-07-2017,Western Metropolitan,18.0,Brimbank City Council,3.0,2.0,2.0,5556
Hoppers Crossing,16 Hunter Av,3,h,683000.0,hockingstuart,01-07-2017,Western Metropolitan,18.4,Wyndham City Council,2.0,1.0,1.0,13830
Jacana,34 Bliburg St,4,h,650000.0,YPA,01-07-2017,Northern Metropolitan,14.0,Hume City Council,1.0,1.0,1.0,851
Jacana,12/1051 Pascoe Vale Rd,2,t,390000.0,YPA,01-07-2017,Northern Metropolitan,14.0,Hume City Council,3.0,2.0,2.0,851
Keilor Downs,25 Marriot Rd,3,h,810000.0,Bells,01-07-2017,Western Metropolitan,15.5,Brimbank City Council,3.0,1.0,2.0,3656
Keilor Downs,3 Medina Rd,3,h,735000.0,Brad,01-07-2017,Western Metropolitan,15.5,Brimbank City Council,4.0,3.0,2.0,3656
Keilor Downs,35 Wimmera Cr,3,h,595000.0,Barry,01-07-2017,Western Metropolitan,15.5,Brimbank City Council,2.0,1.0,1.0,3656
Keilor East,18 Grandvalley Dr,2,t,520000.0,Whiting,01-07-2017,Western Metropolitan,11.7,Brimbank City Council,4.0,3.0,4.0,5629
Keilor Lodge,8 Turin Pl,4,h,640000.0,Barry,01-07-2017,Western Metropolitan,15.5,Brimbank City Council,3.0,2.0,2.0,570
Kensington,10 Rankins Rd,2,h,850000.0,Nelson,01-07-2017,Northern Metropolitan,3.4,Melbourne City Council,5.0,3.0,2.0,5263
Kensington,3/58 Rankins Rd,1,t,500000.0,Nelson,01-07-2017,Northern Metropolitan,3.4,Melbourne City Council,5.0,3.0,2.0,5263
Keysborough,15 Daylily Dr,4,h,965000.0,Ray,01-07-2017,South-Eastern Metropolitan,25.2,Greater Dandenong City Council,4.0,2.0,4.0,8459
Kings Park,12 Tanglewood St,3,h,530000.0,YPA,01-07-2017,Western Metropolitan,14.0,Brimbank City Council,2.0,1.0,1.0,2878
Kingsville,48 Coronation St,3,h,1020000.0,Village,01-07-2017,Western Metropolitan,6.4,Maribyrnong City Council,4.0,2.0,2.0,1808
Lalor,226 Dalton Rd,3,h,635000.0,Harcourts,01-07-2017,Northern Metropolitan,16.3,Whittlesea City Council,3.0,2.0,2.0,8279
Lalor,2/70 David St,2,u,410000.0,Harcourts,01-07-2017,Northern Metropolitan,16.3,Whittlesea City Council,2.0,3.0,2.0,8279
Lalor,15 Dennis St,5,h,675000.0,Harcourts,01-07-2017,Northern Metropolitan,16.3,Whittlesea City Council,3.0,1.0,4.0,8279
Lower Plenty,13 Anthony Cl,5,h,880000.0,Barry,01-07-2017,Eastern Metropolitan,14.6,Banyule City Council,4.0,3.0,2.0,1624
Maidstone,14/4 Crefden St,1,u,280000.0,McGrath,01-07-2017,Western Metropolitan,6.4,Maribyrnong City Council,2.0,1.0,0.0,3873
Maidstone,3/10 Greenham St,2,t,520000.0,Jas,01-07-2017,Western Metropolitan,6.4,Maribyrnong City Council,3.0,1.0,0.0,3873
Maidstone,3/83 Mitchell St,3,t,895000.0,Rendina,01-07-2017,Western Metropolitan,6.4,Maribyrnong City Council,5.0,2.0,2.0,3873
Maidstone,2/34 Scovell Cr,3,t,660000.0,Biggin,01-07-2017,Western Metropolitan,6.4,Maribyrnong City Council,2.0,1.0,1.0,3873
Malvern East,69 Brunel St,3,h,2110000.0,Jellis,01-07-2017,Southern Metropolitan,8.4,Stonnington City Council,2.0,1.0,2.0,8801
Maribyrnong,6 Clyde St,3,h,1050000.0,Brad,01-07-2017,Western Metropolitan,4.3,Maribyrnong City Council,3.0,2.0,1.0,4918
Melton,38 Gretel Gr,4,h,320000.0,Raine,01-07-2017,Western Victoria,31.7,Melton City Council,3.0,2.0,2.0,3600
Melton South,19 Sutherland Av,3,h,365000.0,Raine,01-07-2017,Western Victoria,29.8,Melton City Council,3.0,1.0,2.0,4718
Mentone,3/35 Bourke St,2,t,705000.0,Ray,01-07-2017,South-Eastern Metropolitan,20.0,Kingston City Council,4.0,2.0,2.0,6162
Mernda,6 Renaissance Bvd,4,h,520500.0,RW,01-07-2017,Northern Metropolitan,25.9,Whittlesea City Council,5.0,2.0,3.0,5812
Mill Park,18 Henricks Ct,3,h,610000.0,Ray,01-07-2017,Northern Metropolitan,17.9,Whittlesea City Council,5.0,6.0,4.0,10529
Mitcham,3/21 McGhee Av,3,t,715000.0,Jellis,01-07-2017,Eastern Metropolitan,17.2,Whitehorse City Council,5.0,2.0,3.0,6871
Mitcham,2/2 Walter St,3,t,970000.0,Noel,01-07-2017,Eastern Metropolitan,17.2,Whitehorse City Council,4.0,1.0,3.0,6871
Montmorency,349 Main Rd,3,h,655000.0,Ray,01-07-2017,Eastern Metropolitan,16.2,Banyule City Council,4.0,2.0,2.0,3891
Montmorency,207 Rattray Rd,3,h,960000.0,Fletchers,01-07-2017,Eastern Metropolitan,16.2,Banyule City Council,2.0,1.0,1.0,3891
Moonee Ponds,6 Addison St,4,h,1810000.0,Jellis,01-07-2017,Western Metropolitan,6.2,Moonee Valley City Council,4.0,3.0,2.0,6232
Moorabbin,3 Bruthen St,3,h,1175000.0,Buxton,01-07-2017,Southern Metropolitan,14.3,Kingston City Council,3.0,2.0,2.0,2555
Mordialloc,51B Bear St,4,h,800000.0,Ray,01-07-2017,South-Eastern Metropolitan,21.5,Kingston City Council,4.0,3.0,2.0,3650
Mordialloc,108 Chute St,4,h,1225000.0,O'Brien,01-07-2017,South-Eastern Metropolitan,21.5,Kingston City Council,4.0,3.0,2.0,3650
